row_json
"{""adoption"":{""command_counts"":{},""first_symnav_step"":null,""patch_calls"":35,""read_calls"":46,""read_symnav_skill"":false,""search_calls"":41,""symnav_calls"":0,""symnav_calls_per_agent_step"":0.0,""symnav_failures"":0,""symnav_timeouts"":0,""used_symnav"":false},""artifacts"":{""archive_path"":""attempts/69e0a0ead71b43b98aaa7469871deea3"",""archive_sha256"":""4a28211420d0a405ef1c031c87def52b65d56bb7eaf2f47f49fab46dafac1549"",""archive_url"":""deepswe-ts-claude-sonnet5-medium-pr94-deepswe-ts-claude-sonnet5-medium-pr94-claude-sonnet-5-medium-batch-001-29405292381-1.tar.gz"",""direct_urls"":{}},""attempt_id"":""69e0a0ead71b43b98aaa7469871deea3"",""condition"":""stock"",""configuration_id"":""claude-sonnet-5-medium"",""detail"":""missing verifier reward"",""outcome"":""failed"",""repetition"":1,""retry_reason"":null,""rewards"":{""f2p"":0.8,""f2p_passed"":20,""f2p_total"":25,""p2p"":1.0,""p2p_passed"":1679,""p2p_total"":1679,""partial"":0.9970657276995305,""reward"":0},""scored_failure_reason"":""verifier"",""slot_id"":""90a360de97e8eedba19b6f89d4d78d2a636723322ad81c5a3cd993fbef56d462"",""task"":""arktype-json-schema-refs-dependencies"",""timing"":{""finished_at"":""2026-07-15T10:19:11.585250Z"",""started_at"":""2026-07-15T09:40:13.519947Z""},""usage"":{""cost_usd_imputed"":9.971025600000003,""n_agent_steps"":149,""n_cache_tokens"":22254542,""n_input_tokens"":22490796,""n_output_tokens"":125202,""peak_context_tokens"":257681},""written_at"":""2026-07-15T10:19:12.043591+00:00""}"
"{""adoption"":{""command_counts"":{""overview"":1},""first_symnav_step"":4,""patch_calls"":42,""read_calls"":48,""read_symnav_skill"":false,""search_calls"":25,""symnav_calls"":1,""symnav_calls_per_agent_step"":0.006329113924050633,""symnav_failures"":0,""symnav_timeouts"":0,""used_symnav"":true},""artifacts"":{""archive_path"":""attempts/a540a6ddb08b4cca806dcc90923455ee"",""archive_sha256"":""4a28211420d0a405ef1c031c87def52b65d56bb7eaf2f47f49fab46dafac1549"",""archive_url"":""deepswe-ts-claude-sonnet5-medium-pr94-deepswe-ts-claude-sonnet5-medium-pr94-claude-sonnet-5-medium-batch-001-29405292381-1.tar.gz"",""direct_urls"":{}},""attempt_id"":""a540a6ddb08b4cca806dcc90923455ee"",""condition"":""symnav"",""configuration_id"":""claude-sonnet-5-medium"",""detail"":""missing verifier reward"",""outcome"":""failed"",""repetition"":1,""retry_reason"":null,""rewards"":{""f2p"":0.8,""f2p_passed"":20,""f2p_total"":25,""p2p"":1.0,""p2p_passed"":1679,""p2p_total"":1679,""partial"":0.9970657276995305,""reward"":0},""scored_failure_reason"":""verifier"",""slot_id"":""375a4763a68516fd0e993177535e5723380d875824ba96cc6100f31a1854bbcf"",""task"":""arktype-json-schema-refs-dependencies"",""timing"":{""finished_at"":""2026-07-15T10:18:41.895166Z"",""started_at"":""2026-07-15T09:40:08.678842Z""},""usage"":{""cost_usd_imputed"":12.1417782,""n_agent_steps"":158,""n_cache_tokens"":26832074,""n_input_tokens"":27161230,""n_output_tokens"":141211,""peak_context_tokens"":281116},""written_at"":""2026-07-15T10:18:42.509089+00:00""}"
"{""adoption"":{""command_counts"":{},""first_symnav_step"":null,""patch_calls"":21,""read_calls"":14,""read_symnav_skill"":false,""search_calls"":2,""symnav_calls"":0,""symnav_calls_per_agent_step"":0.0,""symnav_failures"":0,""symnav_timeouts"":0,""used_symnav"":false},""artifacts"":{""archive_path"":""attempts/fd83821b55324870865588731b70b209"",""archive_sha256"":""4a28211420d0a405ef1c031c87def52b65d56bb7eaf2f47f49fab46dafac1549"",""archive_url"":""deepswe-ts-claude-sonnet5-medium-pr94-deepswe-ts-claude-sonnet5-medium-pr94-claude-sonnet-5-medium-batch-001-29405292381-1.tar.gz"",""direct_urls"":{}},""attempt_id"":""fd83821b55324870865588731b70b209"",""condition"":""stock"",""configuration_id"":""claude-sonnet-5-medium"",""detail"":""missing verifier reward"",""outcome"":""failed"",""repetition"":1,""retry_reason"":null,""rewards"":{""f2p"":0.9583333333333334,""f2p_passed"":23,""f2p_total"":24,""p2p"":1.0,""p2p_passed"":162,""p2p_total"":162,""partial"":0.9946236559139785,""reward"":0},""scored_failure_reason"":""verifier"",""slot_id"":""de13e0a3bfc41caf346c16a527842e612e7f88b75addff4494834581288ad09c"",""task"":""awilix-async-container-initialization"",""timing"":{""finished_at"":""2026-07-15T10:04:14.054589Z"",""started_at"":""2026-07-15T09:51:38.107594Z""},""usage"":{""cost_usd_imputed"":2.7819366,""n_agent_steps"":50,""n_cache_tokens"":4618082,""n_input_tokens"":4717546,""n_output_tokens"":53335,""peak_context_tokens"":121089},""written_at"":""2026-07-15T10:04:14.654067+00:00""}"
"{""adoption"":{""command_counts"":{""overview"":4},""first_symnav_step"":7,""patch_calls"":20,""read_calls"":14,""read_symnav_skill"":false,""search_calls"":2,""symnav_calls"":4,""symnav_calls_per_agent_step"":0.08,""symnav_failures"":0,""symnav_timeouts"":0,""used_symnav"":true},""artifacts"":{""archive_path"":""attempts/8b842a1bd8cd420b80157fe0210a020e"",""archive_sha256"":""4a28211420d0a405ef1c031c87def52b65d56bb7eaf2f47f49fab46dafac1549"",""archive_url"":""deepswe-ts-claude-sonnet5-medium-pr94-deepswe-ts-claude-sonnet5-medium-pr94-claude-sonnet-5-medium-batch-001-29405292381-1.tar.gz"",""direct_urls"":{}},""attempt_id"":""8b842a1bd8cd420b80157fe0210a020e"",""condition"":""symnav"",""configuration_id"":""claude-sonnet-5-medium"",""detail"":null,""outcome"":""passed"",""repetition"":1,""retry_reason"":null,""rewards"":{""f2p"":1.0,""f2p_passed"":24,""f2p_total"":24,""p2p"":1.0,""p2p_passed"":162,""p2p_total"":162,""partial"":1.0,""reward"":1},""scored_failure_reason"":null,""slot_id"":""2c458365d35809223df93564f64fc487637e3a6e2533b3fdc8e7af3c90ad8853"",""task"":""awilix-async-container-initialization"",""timing"":{""finished_at"":""2026-07-15T10:05:12.363972Z"",""started_at"":""2026-07-15T09:52:24.356565Z""},""usage"":{""cost_usd_imputed"":2.9182887000000006,""n_agent_steps"":50,""n_cache_tokens"":4852769,""n_input_tokens"":4959439,""n_output_tokens"":54849,""peak_context_tokens"":128295},""written_at"":""2026-07-15T10:05:12.998931+00:00""}"
"{""adoption"":{""command_counts"":{},""first_symnav_step"":null,""patch_calls"":20,""read_calls"":25,""read_symnav_skill"":false,""search_calls"":8,""symnav_calls"":0,""symnav_calls_per_agent_step"":0.0,""symnav_failures"":0,""symnav_timeouts"":0,""used_symnav"":false},""artifacts"":{""archive_path"":""attempts/686891d876c3490bacab025cc34e4958"",""archive_sha256"":""4a28211420d0a405ef1c031c87def52b65d56bb7eaf2f47f49fab46dafac1549"",""archive_url"":""deepswe-ts-claude-sonnet5-medium-pr94-deepswe-ts-claude-sonnet5-medium-pr94-claude-sonnet-5-medium-batch-001-29405292381-1.tar.gz"",""direct_urls"":{}},""attempt_id"":""686891d876c3490bacab025cc34e4958"",""condition"":""stock"",""configuration_id"":""claude-sonnet-5-medium"",""detail"":null,""outcome"":""passed"",""repetition"":2,""retry_reason"":null,""rewards"":{""f2p"":1.0,""f2p_passed"":82,""f2p_total"":82,""p2p"":1.0,""p2p_passed"":643,""p2p_total"":643,""partial"":1.0,""reward"":1},""scored_failure_reason"":null,""slot_id"":""37486e510dfb91b12551a6e2e8a07f1a5efff7b790054938944fe498fe445460"",""task"":""clack-async-autocomplete-options"",""timing"":{""finished_at"":""2026-07-15T10:21:14.027796Z"",""started_at"":""2026-07-15T10:06:38.668407Z""},""usage"":{""cost_usd_imputed"":4.189693800000001,""n_agent_steps"":82,""n_cache_tokens"":8338076,""n_input_tokens"":8463851,""n_output_tokens"":62274,""peak_context_tokens"":147336},""written_at"":""2026-07-15T10:21:14.518724+00:00""}"
"{""adoption"":{""command_counts"":{},""first_symnav_step"":null,""patch_calls"":22,""read_calls"":29,""read_symnav_skill"":false,""search_calls"":10,""symnav_calls"":0,""symnav_calls_per_agent_step"":0.0,""symnav_failures"":0,""symnav_timeouts"":0,""used_symnav"":false},""artifacts"":{""archive_path"":""attempts/2a411a76568247e1804e90c6a1dfafbd"",""archive_sha256"":""66af45be6d55951e3123ea6e4bd0760b3a7fcbb264f4f87e64a21951fc1237e7"",""archive_url"":""deepswe-ts-claude-sonnet5-medium-pr94-deepswe-ts-claude-sonnet5-medium-pr94-claude-sonnet-5-medium-batch-002-29405293685-1.tar.gz"",""direct_urls"":{}},""attempt_id"":""2a411a76568247e1804e90c6a1dfafbd"",""condition"":""stock"",""configuration_id"":""claude-sonnet-5-medium"",""detail"":null,""outcome"":""passed"",""repetition"":4,""retry_reason"":null,""rewards"":{""f2p"":1.0,""f2p_passed"":82,""f2p_total"":82,""p2p"":1.0,""p2p_passed"":643,""p2p_total"":643,""partial"":1.0,""reward"":1},""scored_failure_reason"":null,""slot_id"":""fc26fcf9d75416f544748ccf42f1ad12022854c57ee7248b0e312b1e68641b56"",""task"":""clack-async-autocomplete-options"",""timing"":{""finished_at"":""2026-07-15T10:28:18.028931Z"",""started_at"":""2026-07-15T10:08:28.283452Z""},""usage"":{""cost_usd_imputed"":5.920482900000004,""n_agent_steps"":97,""n_cache_tokens"":12391763,""n_input_tokens"":12547586,""n_output_tokens"":84573,""peak_context_tokens"":177354},""written_at"":""2026-07-15T10:28:18.562693+00:00""}"
"{""adoption"":{""command_counts"":{},""first_symnav_step"":null,""patch_calls"":16,""read_calls"":15,""read_symnav_skill"":false,""search_calls"":7,""symnav_calls"":0,""symnav_calls_per_agent_step"":0.0,""symnav_failures"":0,""symnav_timeouts"":0,""used_symnav"":false},""artifacts"":{""archive_path"":""attempts/e4d7dd46640f4a3bbcde54ad354e05f7"",""archive_sha256"":""66af45be6d55951e3123ea6e4bd0760b3a7fcbb264f4f87e64a21951fc1237e7"",""archive_url"":""deepswe-ts-claude-sonnet5-medium-pr94-deepswe-ts-claude-sonnet5-medium-pr94-claude-sonnet-5-medium-batch-002-29405293685-1.tar.gz"",""direct_urls"":{}},""attempt_id"":""e4d7dd46640f4a3bbcde54ad354e05f7"",""condition"":""symnav"",""configuration_id"":""claude-sonnet-5-medium"",""detail"":null,""outcome"":""passed"",""repetition"":4,""retry_reason"":null,""rewards"":{""f2p"":1.0,""f2p_passed"":82,""f2p_total"":82,""p2p"":1.0,""p2p_passed"":643,""p2p_total"":643,""partial"":1.0,""reward"":1},""scored_failure_reason"":null,""slot_id"":""575ddabc4b4fb41c4bf986963b666430f9efab6e6eb96396a22b76ecbcdcc3ac"",""task"":""clack-async-autocomplete-options"",""timing"":{""finished_at"":""2026-07-15T10:27:47.758520Z"",""started_at"":""2026-07-15T10:12:05.887164Z""},""usage"":{""cost_usd_imputed"":3.6626256000000006,""n_agent_steps"":61,""n_cache_tokens"":6265042,""n_input_tokens"":6388428,""n_output_tokens"":69544,""peak_context_tokens"":144989},""written_at"":""2026-07-15T10:27:48.413173+00:00""}"
"{""adoption"":{""command_counts"":{},""first_symnav_step"":null,""patch_calls"":6,""read_calls"":13,""read_symnav_skill"":false,""search_calls"":2,""symnav_calls"":0,""symnav_calls_per_agent_step"":0.0,""symnav_failures"":0,""symnav_timeouts"":0,""used_symnav"":false},""artifacts"":{""archive_path"":""attempts/78c9311aac244aeab0bea3e5609c47c7"",""archive_sha256"":""4a28211420d0a405ef1c031c87def52b65d56bb7eaf2f47f49fab46dafac1549"",""archive_url"":""deepswe-ts-claude-sonnet5-medium-pr94-deepswe-ts-claude-sonnet5-medium-pr94-claude-sonnet-5-medium-batch-001-29405292381-1.tar.gz"",""direct_urls"":{}},""attempt_id"":""78c9311aac244aeab0bea3e5609c47c7"",""condition"":""stock"",""configuration_id"":""claude-sonnet-5-medium"",""detail"":null,""outcome"":""passed"",""repetition"":4,""retry_reason"":null,""rewards"":{""f2p"":1.0,""f2p_passed"":7,""f2p_total"":7,""p2p"":1.0,""p2p_passed"":31,""p2p_total"":31,""partial"":1.0,""reward"":1},""scored_failure_reason"":null,""slot_id"":""c0b26be4aafe3b6b231b289f8172c978c074e282d5ab287b06ede0be38c1ab9f"",""task"":""claude-code-by-agents-recursive-delegation"",""timing"":{""finished_at"":""2026-07-15T10:05:56.959534Z"",""started_at"":""2026-07-15T09:57:24.775656Z""},""usage"":{""cost_usd_imputed"":2.3000119499999996,""n_agent_steps"":34,""n_cache_tokens"":2658496,""n_input_tokens"":2749846,""n_output_tokens"":27148,""peak_context_tokens"":113007},""written_at"":""2026-07-15T10:05:57.391511+00:00""}"
"{""adoption"":{""command_counts"":{},""first_symnav_step"":null,""patch_calls"":6,""read_calls"":12,""read_symnav_skill"":false,""search_calls"":3,""symnav_calls"":0,""symnav_calls_per_agent_step"":0.0,""symnav_failures"":0,""symnav_timeouts"":0,""used_symnav"":false},""artifacts"":{""archive_path"":""attempts/34f4e20beae3497289f0bb832b113d6b"",""archive_sha256"":""4a28211420d0a405ef1c031c87def52b65d56bb7eaf2f47f49fab46dafac1549"",""archive_url"":""deepswe-ts-claude-sonnet5-medium-pr94-deepswe-ts-claude-sonnet5-medium-pr94-claude-sonnet-5-medium-batch-001-29405292381-1.tar.gz"",""direct_urls"":{}},""attempt_id"":""34f4e20beae3497289f0bb832b113d6b"",""condition"":""symnav"",""configuration_id"":""claude-sonnet-5-medium"",""detail"":""missing verifier reward"",""outcome"":""failed"",""repetition"":4,""retry_reason"":null,""rewards"":{""f2p"":0.14285714285714285,""f2p_passed"":1,""f2p_total"":7,""p2p"":1.0,""p2p_passed"":31,""p2p_total"":31,""partial"":0.8421052631578947,""reward"":0},""scored_failure_reason"":""verifier"",""slot_id"":""52d7609fb6bb81e69a634fc9ac3d2b19c7aac9a9ddca313fabb511c73929fc48"",""task"":""claude-code-by-agents-recursive-delegation"",""timing"":{""finished_at"":""2026-07-15T10:05:53.915714Z"",""started_at"":""2026-07-15T09:58:30.163568Z""},""usage"":{""cost_usd_imputed"":1.5418496999999998,""n_agent_steps"":27,""n_cache_tokens"":2142256,""n_input_tokens"":2222300,""n_output_tokens"":25285,""peak_context_tokens"":101715},""written_at"":""2026-07-15T10:05:54.394939+00:00""}"
"{""adoption"":{""command_counts"":{},""first_symnav_step"":null,""patch_calls"":30,""read_calls"":35,""read_symnav_skill"":false,""search_calls"":21,""symnav_calls"":0,""symnav_calls_per_agent_step"":0.0,""symnav_failures"":0,""symnav_timeouts"":0,""used_symnav"":false},""artifacts"":{""archive_path"":""attempts/e2f6d8a52a9442c9a16eaefac8ce5f6c"",""archive_sha256"":""4a28211420d0a405ef1c031c87def52b65d56bb7eaf2f47f49fab46dafac1549"",""archive_url"":""deepswe-ts-claude-sonnet5-medium-pr94-deepswe-ts-claude-sonnet5-medium-pr94-claude-sonnet-5-medium-batch-001-29405292381-1.tar.gz"",""direct_urls"":{}},""attempt_id"":""e2f6d8a52a9442c9a16eaefac8ce5f6c"",""condition"":""stock"",""configuration_id"":""claude-sonnet-5-medium"",""detail"":null,""outcome"":""passed"",""repetition"":2,""retry_reason"":null,""rewards"":{""f2p"":1.0,""f2p_passed"":37,""f2p_total"":37,""p2p"":1.0,""p2p_passed"":451,""p2p_total"":451,""partial"":1.0,""reward"":1},""scored_failure_reason"":null,""slot_id"":""f2186e8ea2552a0a922f8564b33a33cd364bd67a82e9b590d93fed8f328c7453"",""task"":""cliffy-config-file-parsing"",""timing"":{""finished_at"":""2026-07-15T10:17:42.741084Z"",""started_at"":""2026-07-15T10:02:20.000700Z""},""usage"":{""cost_usd_imputed"":6.3341955,""n_agent_steps"":114,""n_cache_tokens"":14512975,""n_input_tokens"":14685204,""n_output_tokens"":63174,""peak_context_tokens"":193726},""written_at"":""2026-07-15T10:17:43.214761+00:00""}"
