row_json
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":35,""mean_read_calls"":46,""mean_search_calls"":41,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":false,""condition"":""stock"",""configuration_id"":""claude-sonnet-5-medium"",""configuration_key"":""claude:claude-sonnet-5:medium:2.1.202"",""failure_counts"":{""verifier"":1},""full_symnav"":false,""metrics"":{""cost"":9.971025600000003,""duration"":null,""f2p"":0.8,""failures"":1,""median_cost"":9.971025600000003,""output_tokens"":125202.0,""p2p"":1.0,""partial"":0.9970657276995305,""performance_score"":0,""steps"":149.0},""task"":""arktype-json-schema-refs-dependencies"",""trials"":[{""attempt_id"":""69e0a0ead71b43b98aaa7469871deea3"",""outcome"":""failed"",""repetition"":1},{""attempt_id"":null,""outcome"":null,""repetition"":2},{""attempt_id"":null,""outcome"":null,""repetition"":3},{""attempt_id"":null,""outcome"":null,""repetition"":4}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":21,""mean_read_calls"":14,""mean_search_calls"":2,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":false,""condition"":""stock"",""configuration_id"":""claude-sonnet-5-medium"",""configuration_key"":""claude:claude-sonnet-5:medium:2.1.202"",""failure_counts"":{""verifier"":1},""full_symnav"":false,""metrics"":{""cost"":2.7819366,""duration"":null,""f2p"":0.9583333333333334,""failures"":1,""median_cost"":2.7819366,""output_tokens"":53335.0,""p2p"":1.0,""partial"":0.9946236559139785,""performance_score"":0,""steps"":50.0},""task"":""awilix-async-container-initialization"",""trials"":[{""attempt_id"":""fd83821b55324870865588731b70b209"",""outcome"":""failed"",""repetition"":1},{""attempt_id"":null,""outcome"":null,""repetition"":2},{""attempt_id"":null,""outcome"":null,""repetition"":3},{""attempt_id"":null,""outcome"":null,""repetition"":4}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":21,""mean_read_calls"":27,""mean_search_calls"":9,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":false,""condition"":""stock"",""configuration_id"":""claude-sonnet-5-medium"",""configuration_key"":""claude:claude-sonnet-5:medium:2.1.202"",""failure_counts"":{},""full_symnav"":false,""metrics"":{""cost"":5.055088350000002,""duration"":null,""f2p"":1.0,""failures"":0,""median_cost"":5.055088350000002,""output_tokens"":73423.5,""p2p"":1.0,""partial"":1.0,""performance_score"":1,""steps"":89.5},""task"":""clack-async-autocomplete-options"",""trials"":[{""attempt_id"":null,""outcome"":null,""repetition"":1},{""attempt_id"":""686891d876c3490bacab025cc34e4958"",""outcome"":""passed"",""repetition"":2},{""attempt_id"":null,""outcome"":null,""repetition"":3},{""attempt_id"":""2a411a76568247e1804e90c6a1dfafbd"",""outcome"":""passed"",""repetition"":4}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":6,""mean_read_calls"":13,""mean_search_calls"":2,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":false,""condition"":""stock"",""configuration_id"":""claude-sonnet-5-medium"",""configuration_key"":""claude:claude-sonnet-5:medium:2.1.202"",""failure_counts"":{},""full_symnav"":false,""metrics"":{""cost"":2.3000119499999996,""duration"":null,""f2p"":1.0,""failures"":0,""median_cost"":2.3000119499999996,""output_tokens"":27148.0,""p2p"":1.0,""partial"":1.0,""performance_score"":1,""steps"":34.0},""task"":""claude-code-by-agents-recursive-delegation"",""trials"":[{""attempt_id"":null,""outcome"":null,""repetition"":1},{""attempt_id"":null,""outcome"":null,""repetition"":2},{""attempt_id"":null,""outcome"":null,""repetition"":3},{""attempt_id"":""78c9311aac244aeab0bea3e5609c47c7"",""outcome"":""passed"",""repetition"":4}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":30,""mean_read_calls"":35,""mean_search_calls"":21,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":false,""condition"":""stock"",""configuration_id"":""claude-sonnet-5-medium"",""configuration_key"":""claude:claude-sonnet-5:medium:2.1.202"",""failure_counts"":{},""full_symnav"":false,""metrics"":{""cost"":6.3341955,""duration"":null,""f2p"":1.0,""failures"":0,""median_cost"":6.3341955,""output_tokens"":63174.0,""p2p"":1.0,""partial"":1.0,""performance_score"":1,""steps"":114.0},""task"":""cliffy-config-file-parsing"",""trials"":[{""attempt_id"":null,""outcome"":null,""repetition"":1},{""attempt_id"":""e2f6d8a52a9442c9a16eaefac8ce5f6c"",""outcome"":""passed"",""repetition"":2},{""attempt_id"":null,""outcome"":null,""repetition"":3},{""attempt_id"":null,""outcome"":null,""repetition"":4}]}"
"{""adoption"":null,""complete"":false,""condition"":""stock"",""configuration_id"":""claude-sonnet-5-medium"",""configuration_key"":""claude:claude-sonnet-5:medium:2.1.202"",""failure_counts"":{},""full_symnav"":false,""metrics"":{""cost"":null,""duration"":null,""f2p"":null,""failures"":0,""median_cost"":null,""output_tokens"":null,""p2p"":null,""partial"":null,""performance_score"":null,""steps"":null},""task"":""drizzle-orm-window-function-builders"",""trials"":[{""attempt_id"":null,""outcome"":null,""repetition"":1},{""attempt_id"":null,""outcome"":null,""repetition"":2},{""attempt_id"":null,""outcome"":null,""repetition"":3},{""attempt_id"":null,""outcome"":null,""repetition"":4}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":85,""mean_read_calls"":83,""mean_search_calls"":18,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":false,""condition"":""stock"",""configuration_id"":""claude-sonnet-5-medium"",""configuration_key"":""claude:claude-sonnet-5:medium:2.1.202"",""failure_counts"":{},""full_symnav"":false,""metrics"":{""cost"":13.002510149999997,""duration"":null,""f2p"":1.0,""failures"":0,""median_cost"":13.002510149999997,""output_tokens"":92683.0,""p2p"":1.0,""partial"":1.0,""performance_score"":1,""steps"":150.0},""task"":""dynamodb-toolbox-conditional-attribute-requirements"",""trials"":[{""attempt_id"":""ba418b161e7f4f6fae96f7b83cfa5b85"",""outcome"":""passed"",""repetition"":1},{""attempt_id"":null,""outcome"":null,""repetition"":2},{""attempt_id"":null,""outcome"":null,""repetition"":3},{""attempt_id"":null,""outcome"":null,""repetition"":4}]}"
"{""adoption"":null,""complete"":false,""condition"":""stock"",""configuration_id"":""claude-sonnet-5-medium"",""configuration_key"":""claude:claude-sonnet-5:medium:2.1.202"",""failure_counts"":{},""full_symnav"":false,""metrics"":{""cost"":null,""duration"":null,""f2p"":null,""failures"":0,""median_cost"":null,""output_tokens"":null,""p2p"":null,""partial"":null,""performance_score"":null,""steps"":null},""task"":""dynamodb-toolbox-lazy-recursive-schemas"",""trials"":[{""attempt_id"":null,""outcome"":null,""repetition"":1},{""attempt_id"":null,""outcome"":null,""repetition"":2},{""attempt_id"":null,""outcome"":null,""repetition"":3},{""attempt_id"":null,""outcome"":null,""repetition"":4}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":57,""mean_read_calls"":54,""mean_search_calls"":47,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":false,""condition"":""stock"",""configuration_id"":""claude-sonnet-5-medium"",""configuration_key"":""claude:claude-sonnet-5:medium:2.1.202"",""failure_counts"":{""verifier"":1},""full_symnav"":false,""metrics"":{""cost"":0.46677555000000004,""duration"":null,""f2p"":0.9361702127659575,""failures"":1,""median_cost"":0.46677555000000004,""output_tokens"":146689.0,""p2p"":1.0,""partial"":0.9743589743589743,""performance_score"":0,""steps"":229.0},""task"":""effect-sse-httpapi-streaming"",""trials"":[{""attempt_id"":""73e8e59a25be4ff594890212f41ae209"",""outcome"":""failed"",""repetition"":1},{""attempt_id"":null,""outcome"":null,""repetition"":2},{""attempt_id"":null,""outcome"":null,""repetition"":3},{""attempt_id"":null,""outcome"":null,""repetition"":4}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":10,""mean_read_calls"":21,""mean_search_calls"":11,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":false,""condition"":""stock"",""configuration_id"":""claude-sonnet-5-medium"",""configuration_key"":""claude:claude-sonnet-5:medium:2.1.202"",""failure_counts"":{""verifier"":1},""full_symnav"":false,""metrics"":{""cost"":0.3820248,""duration"":null,""f2p"":0.0,""failures"":1,""median_cost"":0.3820248,""output_tokens"":32276.0,""p2p"":1.0,""partial"":0.9230769230769231,""performance_score"":0,""steps"":59.0},""task"":""eicrud-keyset-pagination-cursor"",""trials"":[{""attempt_id"":null,""outcome"":null,""repetition"":1},{""attempt_id"":null,""outcome"":null,""repetition"":2},{""attempt_id"":null,""outcome"":null,""repetition"":3},{""attempt_id"":""5b5f621f793b4e98aaa06da335896320"",""outcome"":""failed"",""repetition"":4}]}"
