row_json
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0,""mean_read_calls"":3,""mean_search_calls"":2,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{""verifier"":1},""full_symnav"":false,""metrics"":{""cost"":0.284673,""duration"":null,""f2p"":0.0,""failures"":1,""median_cost"":0.284673,""output_tokens"":4462.0,""p2p"":0.0,""partial"":0.0,""performance_score"":0,""steps"":18.0},""task"":""angular__angular-37484"",""tier"":""mid"",""trials"":[{""attempt_id"":""1246076b410847698ccdf019395f0a8d"",""outcome"":""failed"",""repetition"":1}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0,""mean_read_calls"":6,""mean_search_calls"":5,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{""verifier"":1},""full_symnav"":false,""metrics"":{""cost"":0.635338,""duration"":null,""f2p"":0.0,""failures"":1,""median_cost"":0.635338,""output_tokens"":5888.0,""p2p"":0.0,""partial"":0.0,""performance_score"":0,""steps"":30.0},""task"":""coder__code-server-3277"",""tier"":""high"",""trials"":[{""attempt_id"":""8a879c89b9cd49a6a98dfd18627e782f"",""outcome"":""failed"",""repetition"":1}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0,""mean_read_calls"":4,""mean_search_calls"":2,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{""verifier"":1},""full_symnav"":false,""metrics"":{""cost"":0.24097200000000002,""duration"":null,""f2p"":0.0,""failures"":1,""median_cost"":0.24097200000000002,""output_tokens"":5715.0,""p2p"":0.0,""partial"":0.0,""performance_score"":0,""steps"":14.0},""task"":""coder__code-server-6225"",""tier"":""mid"",""trials"":[{""attempt_id"":""0c62bf2ac3114b13a8d108647aa05813"",""outcome"":""failed"",""repetition"":1}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0,""mean_read_calls"":3,""mean_search_calls"":0,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{""verifier"":1},""full_symnav"":false,""metrics"":{""cost"":1.0524149999999999,""duration"":null,""f2p"":0.0,""failures"":1,""median_cost"":1.0524149999999999,""output_tokens"":7971.0,""p2p"":0.0,""partial"":0.0,""performance_score"":0,""steps"":39.0},""task"":""microsoft__vscode-106767"",""tier"":""high"",""trials"":[{""attempt_id"":""1bf82bf5f0ef42d39d998b411d39df34"",""outcome"":""failed"",""repetition"":1}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0,""mean_read_calls"":4,""mean_search_calls"":4,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{""verifier"":1},""full_symnav"":false,""metrics"":{""cost"":0.43230899999999994,""duration"":null,""f2p"":0.0,""failures"":1,""median_cost"":0.43230899999999994,""output_tokens"":6026.0,""p2p"":0.0,""partial"":0.0,""performance_score"":0,""steps"":26.0},""task"":""microsoft__vscode-110094"",""tier"":""high"",""trials"":[{""attempt_id"":""bf2de9042e974f209fa7480e47563884"",""outcome"":""failed"",""repetition"":1}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0,""mean_read_calls"":6,""mean_search_calls"":6,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{""verifier"":1},""full_symnav"":false,""metrics"":{""cost"":0.8857645000000001,""duration"":null,""f2p"":0.0,""failures"":1,""median_cost"":0.8857645000000001,""output_tokens"":7503.0,""p2p"":0.0,""partial"":0.0,""performance_score"":0,""steps"":49.0},""task"":""microsoft__vscode-122991"",""tier"":""high"",""trials"":[{""attempt_id"":""4544f9ae035e44849f71449a98d162d6"",""outcome"":""failed"",""repetition"":1}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0,""mean_read_calls"":1,""mean_search_calls"":0,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{""verifier"":1},""full_symnav"":false,""metrics"":{""cost"":0.330826,""duration"":null,""f2p"":0.0,""failures"":1,""median_cost"":0.330826,""output_tokens"":3131.0,""p2p"":0.0,""partial"":0.0,""performance_score"":0,""steps"":19.0},""task"":""microsoft__vscode-124621"",""tier"":""mid"",""trials"":[{""attempt_id"":""6f63f49cf917480da832be51be8ea519"",""outcome"":""failed"",""repetition"":1}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0,""mean_read_calls"":4,""mean_search_calls"":2,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{""verifier"":1},""full_symnav"":false,""metrics"":{""cost"":0.44870400000000005,""duration"":null,""f2p"":0.0,""failures"":1,""median_cost"":0.44870400000000005,""output_tokens"":3999.0,""p2p"":0.0,""partial"":0.0,""performance_score"":0,""steps"":24.0},""task"":""microsoft__vscode-127257"",""tier"":""mid"",""trials"":[{""attempt_id"":""64d19a8bda9b4552a310cd0718b2f401"",""outcome"":""failed"",""repetition"":1}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0,""mean_read_calls"":2,""mean_search_calls"":2,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{""verifier"":1},""full_symnav"":false,""metrics"":{""cost"":0.324093,""duration"":null,""f2p"":0.0,""failures"":1,""median_cost"":0.324093,""output_tokens"":4705.0,""p2p"":0.0,""partial"":0.0,""performance_score"":0,""steps"":20.0},""task"":""microsoft__vscode-128931"",""tier"":""mid"",""trials"":[{""attempt_id"":""a5d550a6af9947f0a12291434288eaf5"",""outcome"":""failed"",""repetition"":1}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0,""mean_read_calls"":0,""mean_search_calls"":0,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{""verifier"":1},""full_symnav"":false,""metrics"":{""cost"":0.2342815,""duration"":null,""f2p"":0.0,""failures"":1,""median_cost"":0.2342815,""output_tokens"":1926.0,""p2p"":0.0,""partial"":0.0,""performance_score"":0,""steps"":12.0},""task"":""microsoft__vscode-130088"",""tier"":""high"",""trials"":[{""attempt_id"":""8947e5b537c9438a9385b5fb966c24f1"",""outcome"":""failed"",""repetition"":1}]}"
