dirname,status,solved,f2p,cost_usd_imputed
claude-claude-opus-4-8-high-stock-abs-module-cache-flags-rep2,error,False,,
claude-claude-opus-4-8-high-stock-abs-stepped-slices-rep2,error,False,,
claude-claude-opus-4-8-high-stock-actionlint-action-pinning-lint-rep2,error,False,,
claude-claude-opus-4-8-high-stock-adaptix-name-mapping-aliases-rep2,error,False,,
claude-claude-opus-4-8-high-stock-aiomonitor-task-snapshots-diff-rep2,error,False,,
claude-claude-opus-4-8-high-symnav@7f45343f6e7e-abs-module-cache-flags-rep2,error,False,,
claude-claude-opus-4-8-high-symnav@7f45343f6e7e-abs-stepped-slices-rep2,error,False,,
claude-claude-opus-4-8-high-symnav@7f45343f6e7e-actionlint-action-pinning-lint-rep2,error,False,,
claude-claude-opus-4-8-high-symnav@7f45343f6e7e-adaptix-name-mapping-aliases-rep2,error,False,,
claude-claude-opus-4-8-high-symnav@7f45343f6e7e-aiomonitor-task-snapshots-diff-rep2,error,False,,
claude-claude-opus-4-8-high-symnav@7f45343f6e7e-anko-default-function-arguments-rep2,error,False,,
claude-claude-opus-4-8-high-symnav@7f45343f6e7e-arcane-drift-detection-baselines-rep2,error,False,,
claude-claude-sonnet-4-5-low-stock-arktype-json-schema-refs-dependencies-rep13,completed,False,0.72,3.1747545000000006
claude-claude-sonnet-4-5-low-stock-awilix-async-container-initialization-rep13,completed,False,0.9583333333333334,2.9142648000000007
claude-claude-sonnet-4-5-low-stock-clack-async-autocomplete-options-rep13,completed,False,0.8536585365853658,2.7739146000000012
claude-claude-sonnet-4-5-low-stock-claude-code-by-agents-recursive-delegation-rep13,completed,False,0.2857142857142857,0.984681
claude-claude-sonnet-4-5-low-stock-cliffy-config-file-parsing-rep13,completed,False,0.8648648648648649,4.022847899999999
claude-claude-sonnet-4-5-low-stock-drizzle-orm-window-function-builders-rep13,completed,False,0.9538461538461539,4.021361999999999
claude-claude-sonnet-4-5-low-stock-dynamodb-toolbox-conditional-attribute-requirements-rep13,completed,False,0.9354838709677419,4.608232350000001
claude-claude-sonnet-4-5-low-stock-dynamodb-toolbox-lazy-recursive-schemas-rep13,completed,False,0.3783783783783784,3.9265366499999996
claude-claude-sonnet-4-5-low-stock-effect-sse-httpapi-streaming-rep13,completed,False,0.6382978723404256,4.92112815
