row_json
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0.5,""mean_read_calls"":6,""mean_search_calls"":3.5,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{""verifier"":4},""full_symnav"":false,""metrics"":{""cost"":0.4663463,""duration"":null,""f2p"":0.0,""failures"":4,""median_cost"":0.39053479999999996,""output_tokens"":6110.5,""p2p"":0.532258064516129,""partial"":0.526595744680851,""performance_score"":0,""steps"":26.25},""task"":""coder__code-server-3277"",""tier"":""high"",""trials"":[{""attempt_id"":""03ff2875cc2b46e6bbbe73eeaea38eca"",""outcome"":""failed"",""repetition"":1},{""attempt_id"":""6b4fedcc2f874876b7eedc7aa572b7d6"",""outcome"":""failed"",""repetition"":2},{""attempt_id"":""e275fb104d38436d905af381edd76c92"",""outcome"":""failed"",""repetition"":3},{""attempt_id"":""a2224ae1cfe14238a86e9cbd81c273f7"",""outcome"":""failed"",""repetition"":4}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0,""mean_read_calls"":4,""mean_search_calls"":1.75,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{""verifier"":4},""full_symnav"":false,""metrics"":{""cost"":0.2099044,""duration"":null,""f2p"":0.0,""failures"":4,""median_cost"":0.1880044,""output_tokens"":5146.25,""p2p"":0.0,""partial"":0.0,""performance_score"":0,""steps"":17.25},""task"":""coder__code-server-6225"",""tier"":""mid"",""trials"":[{""attempt_id"":""6d00c6ede8b54f9e81ada6357d27bfa0"",""outcome"":""failed"",""repetition"":1},{""attempt_id"":""1f178565198c4e96b6419d78a1713bca"",""outcome"":""failed"",""repetition"":2},{""attempt_id"":""71ab9330a3fc41239bf60f6b30b8cee4"",""outcome"":""failed"",""repetition"":3},{""attempt_id"":""dd8b766b6e824ad59990eef854e0cc0e"",""outcome"":""failed"",""repetition"":4}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0,""mean_read_calls"":2.5,""mean_search_calls"":1.25,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{""verifier"":4},""full_symnav"":false,""metrics"":{""cost"":0.3440741,""duration"":null,""f2p"":0.0,""failures"":4,""median_cost"":0.36767359999999993,""output_tokens"":4539.75,""p2p"":1.0,""partial"":0.9473684210526315,""performance_score"":0,""steps"":22.75},""task"":""microsoft__vscode-106767"",""tier"":""high"",""trials"":[{""attempt_id"":""332357cb93714609994c3a4a350e2f1c"",""outcome"":""failed"",""repetition"":1},{""attempt_id"":""4eed989f676f478690dc4f7c74118021"",""outcome"":""failed"",""repetition"":2},{""attempt_id"":""b780c99005794bd09e173158e5558fdd"",""outcome"":""failed"",""repetition"":3},{""attempt_id"":""01afcb9056f2404db5cf8150c678fff8"",""outcome"":""failed"",""repetition"":4}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0,""mean_read_calls"":3,""mean_search_calls"":3,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{""verifier"":4},""full_symnav"":false,""metrics"":{""cost"":0.36110970000000003,""duration"":null,""f2p"":0.0,""failures"":4,""median_cost"":0.2986322,""output_tokens"":5272.25,""p2p"":0.7429906542056075,""partial"":0.726027397260274,""performance_score"":0,""steps"":21.25},""task"":""microsoft__vscode-110094"",""tier"":""high"",""trials"":[{""attempt_id"":""1d2f66af6d754fe399533127c51be6d6"",""outcome"":""failed"",""repetition"":1},{""attempt_id"":""3e20a15faced45b4ba237f82d15e1cfd"",""outcome"":""failed"",""repetition"":2},{""attempt_id"":""f655fc49b8dd49d49f58a9a2cbe2c893"",""outcome"":""failed"",""repetition"":3},{""attempt_id"":""0633bd0e9c63446ba6e72e0891cd9ace"",""outcome"":""failed"",""repetition"":4}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0,""mean_read_calls"":4.333333333333333,""mean_search_calls"":3.3333333333333335,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":false,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{""verifier"":3},""full_symnav"":false,""metrics"":{""cost"":0.5052569333333333,""duration"":null,""f2p"":0.5,""failures"":3,""median_cost"":0.6102047999999999,""output_tokens"":5165.333333333333,""p2p"":0.9883040935672515,""partial"":0.9840579710144928,""performance_score"":0,""steps"":31.0},""task"":""microsoft__vscode-122991"",""tier"":""high"",""trials"":[{""attempt_id"":""4c505c7c36d44c5fbb3f9b27260f5fe5"",""outcome"":""failed"",""repetition"":1},{""attempt_id"":null,""outcome"":null,""repetition"":2},{""attempt_id"":""6f98f7d740194091bf514767b300853c"",""outcome"":""failed"",""repetition"":3},{""attempt_id"":""0534642d0b29498498a7884e99fa765f"",""outcome"":""failed"",""repetition"":4}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0,""mean_read_calls"":4.25,""mean_search_calls"":0.75,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{""verifier"":4},""full_symnav"":false,""metrics"":{""cost"":0.39906089999999994,""duration"":null,""f2p"":0.0,""failures"":4,""median_cost"":0.34096459999999995,""output_tokens"":4200.25,""p2p"":0.25,""partial"":0.2,""performance_score"":0,""steps"":24.25},""task"":""microsoft__vscode-124621"",""tier"":""mid"",""trials"":[{""attempt_id"":""908ce4180a0e4c0180903e04c8392e17"",""outcome"":""failed"",""repetition"":1},{""attempt_id"":""30e612d7f5f14063bab0ec69038dffef"",""outcome"":""failed"",""repetition"":2},{""attempt_id"":""a6390249c77c479ea4255899e32eb2a6"",""outcome"":""failed"",""repetition"":3},{""attempt_id"":""7487122ae10f4813ae075ebf8db57aaf"",""outcome"":""failed"",""repetition"":4}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0,""mean_read_calls"":2.25,""mean_search_calls"":3,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{},""full_symnav"":false,""metrics"":{""cost"":0.2791479,""duration"":null,""f2p"":1.0,""failures"":0,""median_cost"":0.231347,""output_tokens"":3887.0,""p2p"":1.0,""partial"":1.0,""performance_score"":1,""steps"":23.5},""task"":""microsoft__vscode-127257"",""tier"":""mid"",""trials"":[{""attempt_id"":""3733e8020b2e4478a694796c1768702b"",""outcome"":""passed"",""repetition"":1},{""attempt_id"":""7d1cd647e3e8481e9d1db941f60d23b2"",""outcome"":""passed"",""repetition"":2},{""attempt_id"":""c423bcf1cf9b4dadb6e2657569c5b299"",""outcome"":""passed"",""repetition"":3},{""attempt_id"":""5728fe4ddd604036990ecdd91bb5bd8a"",""outcome"":""passed"",""repetition"":4}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0,""mean_read_calls"":4,""mean_search_calls"":2,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{},""full_symnav"":false,""metrics"":{""cost"":0.33320429999999995,""duration"":null,""f2p"":1.0,""failures"":0,""median_cost"":0.2565028,""output_tokens"":5854.5,""p2p"":1.0,""partial"":1.0,""performance_score"":1,""steps"":27.0},""task"":""microsoft__vscode-128931"",""tier"":""mid"",""trials"":[{""attempt_id"":""2fceddb1abae41c1a6a3a834b1c62002"",""outcome"":""passed"",""repetition"":1},{""attempt_id"":""eac1e3950ca8411ba9c37e68a7ec4126"",""outcome"":""passed"",""repetition"":2},{""attempt_id"":""25a11d4a2d1540e3853eb1aa11156b4f"",""outcome"":""passed"",""repetition"":3},{""attempt_id"":""da774e9d63cd4bd4a60e4e6ec68e29fe"",""outcome"":""passed"",""repetition"":4}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0.25,""mean_read_calls"":1.25,""mean_search_calls"":0.25,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{},""full_symnav"":false,""metrics"":{""cost"":0.3940636,""duration"":null,""f2p"":1.0,""failures"":0,""median_cost"":0.371204,""output_tokens"":4653.75,""p2p"":1.0,""partial"":1.0,""performance_score"":1,""steps"":21.75},""task"":""microsoft__vscode-130088"",""tier"":""high"",""trials"":[{""attempt_id"":""28fff6a7ed9f4bfcba2750981a164007"",""outcome"":""passed"",""repetition"":1},{""attempt_id"":""9323ad43a304419caa92662a175c5605"",""outcome"":""passed"",""repetition"":2},{""attempt_id"":""39c9261ac142494cb394827d0ff825c9"",""outcome"":""passed"",""repetition"":3},{""attempt_id"":""8114f30cefa24cd48896ce97229283ed"",""outcome"":""passed"",""repetition"":4}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0,""mean_read_calls"":1,""mean_search_calls"":1.25,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{""verifier"":4},""full_symnav"":false,""metrics"":{""cost"":0.0678898,""duration"":null,""f2p"":0.0,""failures"":4,""median_cost"":0.0677016,""output_tokens"":1108.5,""p2p"":0.9444444444444444,""partial"":0.85,""performance_score"":0,""steps"":5.5},""task"":""microsoft__vscode-135805"",""tier"":""mid"",""trials"":[{""attempt_id"":""de48f310bcc9406bb7e2c1e41ebaae3a"",""outcome"":""failed"",""repetition"":1},{""attempt_id"":""58186bb5b3954ff89cc39a1519c78d66"",""outcome"":""failed"",""repetition"":2},{""attempt_id"":""1225a4497ada47989765b308eeb7a475"",""outcome"":""failed"",""repetition"":3},{""attempt_id"":""e9a0d1f1f9e4471aaa37427b287f1ba3"",""outcome"":""failed"",""repetition"":4}]}"
