row_json
"{""adoption"":{""command_counts"":{},""first_symnav_step"":null,""patch_calls"":0,""read_calls"":3,""read_symnav_skill"":false,""search_calls"":2,""symnav_calls"":0,""symnav_calls_per_agent_step"":0.0,""symnav_failures"":0,""symnav_timeouts"":0,""used_symnav"":false},""artifacts"":{""archive_path"":""attempts/db27b4da4c3f4037aa380407eede0791"",""archive_sha256"":""6d55687b5ab88e63ec95075a362dccd8e08dd8578a4de5f6bfc7f0907eb7eee2"",""archive_url"":""multi-swe-bench-ts-codex-terra-medium-pr94-multi-swe-bench-ts-codex-terra-medium-pr94-codex-gpt-5.6-terra-medium-batch-002-29796781728-1.tar.gz"",""direct_urls"":{}},""attempt_id"":""db27b4da4c3f4037aa380407eede0791"",""benchmark"":""multi-swe-bench"",""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""detail"":null,""outcome"":""passed"",""repetition"":1,""retry_reason"":null,""rewards"":{""f2p"":1.0,""f2p_passed"":2,""f2p_total"":2,""p2p"":1.0,""p2p_passed"":45,""p2p_total"":45,""partial"":1.0,""reward"":1},""scored_failure_reason"":null,""slot_id"":""43357fa187494fe638e4795ed237b926ea3cda1e0f019b31f75333acb660c9ed"",""task"":""darkreader__darkreader-7241"",""tier"":null,""timing"":{""finished_at"":""2026-07-21T05:12:54.467075Z"",""started_at"":""2026-07-21T05:09:54.190229Z""},""usage"":{""cost_usd_imputed"":0.141951,""n_agent_steps"":10,""n_cache_tokens"":210944,""n_input_tokens"":234300,""n_output_tokens"":2055,""peak_context_tokens"":29352},""written_at"":""2026-07-21T05:12:54.878784+00:00""}"
"{""adoption"":{""command_counts"":{""context"":1},""first_symnav_step"":17,""patch_calls"":0,""read_calls"":2,""read_symnav_skill"":false,""search_calls"":4,""symnav_calls"":1,""symnav_calls_per_agent_step"":0.07692307692307693,""symnav_failures"":0,""symnav_timeouts"":0,""used_symnav"":true},""artifacts"":{""archive_path"":""attempts/1a424dcde1c8472e828772bb3756b6b0"",""archive_sha256"":""6d55687b5ab88e63ec95075a362dccd8e08dd8578a4de5f6bfc7f0907eb7eee2"",""archive_url"":""multi-swe-bench-ts-codex-terra-medium-pr94-multi-swe-bench-ts-codex-terra-medium-pr94-codex-gpt-5.6-terra-medium-batch-002-29796781728-1.tar.gz"",""direct_urls"":{}},""attempt_id"":""1a424dcde1c8472e828772bb3756b6b0"",""benchmark"":""multi-swe-bench"",""condition"":""symnav"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""detail"":null,""outcome"":""passed"",""repetition"":1,""retry_reason"":null,""rewards"":{""f2p"":1.0,""f2p_passed"":2,""f2p_total"":2,""p2p"":1.0,""p2p_passed"":45,""p2p_total"":45,""partial"":1.0,""reward"":1},""scored_failure_reason"":null,""slot_id"":""9f0cd99b79f162266c5e10496d797c403b8927e4ca9cd44c1b3057452799284a"",""task"":""darkreader__darkreader-7241"",""tier"":null,""timing"":{""finished_at"":""2026-07-21T05:13:55.954855Z"",""started_at"":""2026-07-21T05:10:33.897344Z""},""usage"":{""cost_usd_imputed"":0.1902305,""n_agent_steps"":13,""n_cache_tokens"":326912,""n_input_tokens"":357245,""n_output_tokens"":2178,""peak_context_tokens"":36316},""written_at"":""2026-07-21T05:13:56.404068+00:00""}"
"{""adoption"":{""command_counts"":{},""first_symnav_step"":null,""patch_calls"":0,""read_calls"":2,""read_symnav_skill"":false,""search_calls"":0,""symnav_calls"":0,""symnav_calls_per_agent_step"":0.0,""symnav_failures"":0,""symnav_timeouts"":0,""used_symnav"":false},""artifacts"":{""archive_path"":""attempts/d8b117ab4be34ee98709803c60f01ced"",""archive_sha256"":""6d55687b5ab88e63ec95075a362dccd8e08dd8578a4de5f6bfc7f0907eb7eee2"",""archive_url"":""multi-swe-bench-ts-codex-terra-medium-pr94-multi-swe-bench-ts-codex-terra-medium-pr94-codex-gpt-5.6-terra-medium-batch-002-29796781728-1.tar.gz"",""direct_urls"":{}},""attempt_id"":""d8b117ab4be34ee98709803c60f01ced"",""benchmark"":""multi-swe-bench"",""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""detail"":""missing verifier reward"",""outcome"":""failed"",""repetition"":1,""retry_reason"":null,""rewards"":{""f2p"":1.0,""f2p_passed"":1,""f2p_total"":1,""p2p"":0.9870014771048744,""p2p_passed"":3341,""p2p_total"":3385,""partial"":0.987005316007088,""reward"":0},""scored_failure_reason"":""verifier"",""slot_id"":""975c14b00c8923f0cc7f872b8a096474d7448eb5d61882f7acf4ae6acf32d639"",""task"":""mui__material-ui-23778"",""tier"":null,""timing"":{""finished_at"":""2026-07-21T05:04:26.721462Z"",""started_at"":""2026-07-21T04:59:16.981188Z""},""usage"":{""cost_usd_imputed"":0.090738,""n_agent_steps"":9,""n_cache_tokens"":145152,""n_input_tokens"":158874,""n_output_tokens"":1343,""peak_context_tokens"":21210},""written_at"":""2026-07-21T05:04:27.358710+00:00""}"
"{""adoption"":{""command_counts"":{""overview"":1},""first_symnav_step"":7,""patch_calls"":0,""read_calls"":3,""read_symnav_skill"":false,""search_calls"":0,""symnav_calls"":1,""symnav_calls_per_agent_step"":0.09090909090909091,""symnav_failures"":0,""symnav_timeouts"":0,""used_symnav"":true},""artifacts"":{""archive_path"":""attempts/dba084e167414dca93c20bcdf08db308"",""archive_sha256"":""6d55687b5ab88e63ec95075a362dccd8e08dd8578a4de5f6bfc7f0907eb7eee2"",""archive_url"":""multi-swe-bench-ts-codex-terra-medium-pr94-multi-swe-bench-ts-codex-terra-medium-pr94-codex-gpt-5.6-terra-medium-batch-002-29796781728-1.tar.gz"",""direct_urls"":{}},""attempt_id"":""dba084e167414dca93c20bcdf08db308"",""benchmark"":""multi-swe-bench"",""condition"":""symnav"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""detail"":""missing verifier reward"",""outcome"":""failed"",""repetition"":1,""retry_reason"":null,""rewards"":{""f2p"":1.0,""f2p_passed"":1,""f2p_total"":1,""p2p"":0.9870014771048744,""p2p_passed"":3341,""p2p_total"":3385,""partial"":0.987005316007088,""reward"":0},""scored_failure_reason"":""verifier"",""slot_id"":""0389443f977641512176f7c276cdcc632fc04422ea6c583cd0cb9fcab9234aa9"",""task"":""mui__material-ui-23778"",""tier"":null,""timing"":{""finished_at"":""2026-07-21T05:05:06.203607Z"",""started_at"":""2026-07-21T04:59:29.939270Z""},""usage"":{""cost_usd_imputed"":0.12174750000000001,""n_agent_steps"":11,""n_cache_tokens"":190720,""n_input_tokens"":210087,""n_output_tokens"":1710,""peak_context_tokens"":23907},""written_at"":""2026-07-21T05:05:06.660193+00:00""}"
"{""adoption"":{""command_counts"":{},""first_symnav_step"":null,""patch_calls"":0,""read_calls"":1,""read_symnav_skill"":false,""search_calls"":1,""symnav_calls"":0,""symnav_calls_per_agent_step"":0.0,""symnav_failures"":0,""symnav_timeouts"":0,""used_symnav"":false},""artifacts"":{""archive_path"":""attempts/171799562ed648c6a23d61c0efc5ac4f"",""archive_sha256"":""6d55687b5ab88e63ec95075a362dccd8e08dd8578a4de5f6bfc7f0907eb7eee2"",""archive_url"":""multi-swe-bench-ts-codex-terra-medium-pr94-multi-swe-bench-ts-codex-terra-medium-pr94-codex-gpt-5.6-terra-medium-batch-002-29796781728-1.tar.gz"",""direct_urls"":{}},""attempt_id"":""171799562ed648c6a23d61c0efc5ac4f"",""benchmark"":""multi-swe-bench"",""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""detail"":""missing verifier reward"",""outcome"":""failed"",""repetition"":1,""retry_reason"":null,""rewards"":{""f2p"":1.0,""f2p_passed"":1,""f2p_total"":1,""p2p"":0.9870091526424565,""p2p_passed"":3343,""p2p_total"":3387,""partial"":0.987012987012987,""reward"":0},""scored_failure_reason"":""verifier"",""slot_id"":""e286f3cf861fa2a6560ee7990db4cb1e7d8289f2f79cc5650e4cc35876eec093"",""task"":""mui__material-ui-23806"",""tier"":null,""timing"":{""finished_at"":""2026-07-21T04:30:30.255736Z"",""started_at"":""2026-07-21T04:25:11.631655Z""},""usage"":{""cost_usd_imputed"":0.131894,""n_agent_steps"":11,""n_cache_tokens"":212736,""n_input_tokens"":231860,""n_output_tokens"":2060,""peak_context_tokens"":26466},""written_at"":""2026-07-21T04:30:30.841815+00:00""}"
"{""adoption"":{""command_counts"":{""overview"":1},""first_symnav_step"":8,""patch_calls"":0,""read_calls"":2,""read_symnav_skill"":false,""search_calls"":2,""symnav_calls"":1,""symnav_calls_per_agent_step"":0.07692307692307693,""symnav_failures"":0,""symnav_timeouts"":0,""used_symnav"":true},""artifacts"":{""archive_path"":""attempts/b79e76739f1d46eab5bd63bd176e5bf9"",""archive_sha256"":""6d55687b5ab88e63ec95075a362dccd8e08dd8578a4de5f6bfc7f0907eb7eee2"",""archive_url"":""multi-swe-bench-ts-codex-terra-medium-pr94-multi-swe-bench-ts-codex-terra-medium-pr94-codex-gpt-5.6-terra-medium-batch-002-29796781728-1.tar.gz"",""direct_urls"":{}},""attempt_id"":""b79e76739f1d46eab5bd63bd176e5bf9"",""benchmark"":""multi-swe-bench"",""condition"":""symnav"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""detail"":""missing verifier reward"",""outcome"":""failed"",""repetition"":1,""retry_reason"":null,""rewards"":{""f2p"":1.0,""f2p_passed"":1,""f2p_total"":1,""p2p"":0.9870091526424565,""p2p_passed"":3343,""p2p_total"":3387,""partial"":0.987012987012987,""reward"":0},""scored_failure_reason"":""verifier"",""slot_id"":""37fe7baf420882490dec434d536d6d6e7ec4cd6c7e2e5ce4e7c2de1a79c6f928"",""task"":""mui__material-ui-23806"",""tier"":null,""timing"":{""finished_at"":""2026-07-21T04:31:52.549218Z"",""started_at"":""2026-07-21T04:25:25.050335Z""},""usage"":{""cost_usd_imputed"":0.19697599999999998,""n_agent_steps"":13,""n_cache_tokens"":301824,""n_input_tokens"":329696,""n_output_tokens"":3456,""peak_context_tokens"":32677},""written_at"":""2026-07-21T04:31:53.011827+00:00""}"
"{""adoption"":{""command_counts"":{},""first_symnav_step"":null,""patch_calls"":0,""read_calls"":3,""read_symnav_skill"":false,""search_calls"":0,""symnav_calls"":0,""symnav_calls_per_agent_step"":0.0,""symnav_failures"":0,""symnav_timeouts"":0,""used_symnav"":false},""artifacts"":{""archive_path"":""attempts/b3651a629b7b4f1f980d28ae314309eb"",""archive_sha256"":""6d55687b5ab88e63ec95075a362dccd8e08dd8578a4de5f6bfc7f0907eb7eee2"",""archive_url"":""multi-swe-bench-ts-codex-terra-medium-pr94-multi-swe-bench-ts-codex-terra-medium-pr94-codex-gpt-5.6-terra-medium-batch-002-29796781728-1.tar.gz"",""direct_urls"":{}},""attempt_id"":""b3651a629b7b4f1f980d28ae314309eb"",""benchmark"":""multi-swe-bench"",""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""detail"":""missing verifier reward"",""outcome"":""failed"",""repetition"":1,""retry_reason"":null,""rewards"":{""f2p"":1.0,""f2p_passed"":1,""f2p_total"":1,""p2p"":0.9870014771048744,""p2p_passed"":3341,""p2p_total"":3385,""partial"":0.987005316007088,""reward"":0},""scored_failure_reason"":""verifier"",""slot_id"":""ee653b36f423a2873b0ee211143638435d79edc55550a5b6d3a4cf10ef89e7e0"",""task"":""mui__material-ui-23884"",""tier"":null,""timing"":{""finished_at"":""2026-07-21T03:57:23.059755Z"",""started_at"":""2026-07-21T03:51:05.784587Z""},""usage"":{""cost_usd_imputed"":0.180963,""n_agent_steps"":17,""n_cache_tokens"":306432,""n_input_tokens"":329808,""n_output_tokens"":3061,""peak_context_tokens"":24421},""written_at"":""2026-07-21T03:57:23.565926+00:00""}"
"{""adoption"":{""command_counts"":{},""first_symnav_step"":null,""patch_calls"":0,""read_calls"":1,""read_symnav_skill"":false,""search_calls"":1,""symnav_calls"":0,""symnav_calls_per_agent_step"":0.0,""symnav_failures"":0,""symnav_timeouts"":0,""used_symnav"":false},""artifacts"":{""archive_path"":""attempts/1d910691e7d9422382948dbc6786842e"",""archive_sha256"":""6d55687b5ab88e63ec95075a362dccd8e08dd8578a4de5f6bfc7f0907eb7eee2"",""archive_url"":""multi-swe-bench-ts-codex-terra-medium-pr94-multi-swe-bench-ts-codex-terra-medium-pr94-codex-gpt-5.6-terra-medium-batch-002-29796781728-1.tar.gz"",""direct_urls"":{}},""attempt_id"":""1d910691e7d9422382948dbc6786842e"",""benchmark"":""multi-swe-bench"",""condition"":""symnav"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""detail"":""missing verifier reward"",""outcome"":""failed"",""repetition"":1,""retry_reason"":null,""rewards"":{""f2p"":1.0,""f2p_passed"":1,""f2p_total"":1,""p2p"":0.9870014771048744,""p2p_passed"":3341,""p2p_total"":3385,""partial"":0.987005316007088,""reward"":0},""scored_failure_reason"":""verifier"",""slot_id"":""2a7c0e0547608fad31b65c5742b26595aae61cdf8b16523972c9c7b901ac77c7"",""task"":""mui__material-ui-23884"",""tier"":null,""timing"":{""finished_at"":""2026-07-21T03:58:17.748146Z"",""started_at"":""2026-07-21T03:52:40.334347Z""},""usage"":{""cost_usd_imputed"":0.13039499999999998,""n_agent_steps"":11,""n_cache_tokens"":203520,""n_input_tokens"":222030,""n_output_tokens"":2216,""peak_context_tokens"":25598},""written_at"":""2026-07-21T03:58:18.297194+00:00""}"
"{""adoption"":{""command_counts"":{},""first_symnav_step"":null,""patch_calls"":0,""read_calls"":1,""read_symnav_skill"":false,""search_calls"":2,""symnav_calls"":0,""symnav_calls_per_agent_step"":0.0,""symnav_failures"":0,""symnav_timeouts"":0,""used_symnav"":false},""artifacts"":{""archive_path"":""attempts/7f62b680702046f4a0eed83364f186f0"",""archive_sha256"":""6d55687b5ab88e63ec95075a362dccd8e08dd8578a4de5f6bfc7f0907eb7eee2"",""archive_url"":""multi-swe-bench-ts-codex-terra-medium-pr94-multi-swe-bench-ts-codex-terra-medium-pr94-codex-gpt-5.6-terra-medium-batch-002-29796781728-1.tar.gz"",""direct_urls"":{}},""attempt_id"":""7f62b680702046f4a0eed83364f186f0"",""benchmark"":""multi-swe-bench"",""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""detail"":""missing verifier reward"",""outcome"":""failed"",""repetition"":1,""retry_reason"":null,""rewards"":{""f2p"":1.0,""f2p_passed"":1,""f2p_total"":1,""p2p"":0.9875,""p2p_passed"":3397,""p2p_total"":3440,""partial"":0.987503632664923,""reward"":0},""scored_failure_reason"":""verifier"",""slot_id"":""0c6c6e7c02feb923b7ea65a2b26a740f8d9f8c76e23850a7e0a458ed02ab3ee3"",""task"":""mui__material-ui-24290"",""tier"":null,""timing"":{""finished_at"":""2026-07-21T05:04:28.524139Z"",""started_at"":""2026-07-21T04:58:47.330924Z""},""usage"":{""cost_usd_imputed"":0.21551700000000001,""n_agent_steps"":13,""n_cache_tokens"":249088,""n_input_tokens"":292896,""n_output_tokens"":2915,""peak_context_tokens"":29723},""written_at"":""2026-07-21T05:04:29.000391+00:00""}"
"{""adoption"":{""command_counts"":{""overview"":1},""first_symnav_step"":8,""patch_calls"":0,""read_calls"":4,""read_symnav_skill"":false,""search_calls"":5,""symnav_calls"":1,""symnav_calls_per_agent_step"":0.0625,""symnav_failures"":0,""symnav_timeouts"":0,""used_symnav"":true},""artifacts"":{""archive_path"":""attempts/8fc8f9c96e88495c8d561d8a2cbf2d3e"",""archive_sha256"":""6d55687b5ab88e63ec95075a362dccd8e08dd8578a4de5f6bfc7f0907eb7eee2"",""archive_url"":""multi-swe-bench-ts-codex-terra-medium-pr94-multi-swe-bench-ts-codex-terra-medium-pr94-codex-gpt-5.6-terra-medium-batch-002-29796781728-1.tar.gz"",""direct_urls"":{}},""attempt_id"":""8fc8f9c96e88495c8d561d8a2cbf2d3e"",""benchmark"":""multi-swe-bench"",""condition"":""symnav"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""detail"":""missing verifier reward"",""outcome"":""failed"",""repetition"":1,""retry_reason"":null,""rewards"":{""f2p"":0.0,""f2p_passed"":0,""f2p_total"":1,""p2p"":0.9875,""p2p_passed"":3397,""p2p_total"":3440,""partial"":0.987213019471084,""reward"":0},""scored_failure_reason"":""verifier"",""slot_id"":""b2f287f6b102f26ad011ba9a3ae053d88c71d76342f9fe4947bf444ee6482859"",""task"":""mui__material-ui-24290"",""tier"":null,""timing"":{""finished_at"":""2026-07-21T05:03:34.601520Z"",""started_at"":""2026-07-21T04:56:45.373503Z""},""usage"":{""cost_usd_imputed"":0.2083005,""n_agent_steps"":16,""n_cache_tokens"":376832,""n_input_tokens"":402807,""n_output_tokens"":3277,""peak_context_tokens"":33238},""written_at"":""2026-07-21T05:03:35.228614+00:00""}"
