row_json
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0,""mean_read_calls"":2,""mean_search_calls"":0,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{},""full_symnav"":false,""metrics"":{""cost"":0.108485,""duration"":null,""f2p"":1.0,""failures"":0,""median_cost"":0.108485,""output_tokens"":2241.0,""p2p"":1.0,""partial"":1.0,""performance_score"":1,""steps"":9.0},""task"":""darkreader__darkreader-6747"",""trials"":[{""attempt_id"":""fc0f5becb87f4a0c9229cf994832f340"",""outcome"":""passed"",""repetition"":1}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0,""mean_read_calls"":3,""mean_search_calls"":2,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{},""full_symnav"":false,""metrics"":{""cost"":0.141951,""duration"":null,""f2p"":1.0,""failures"":0,""median_cost"":0.141951,""output_tokens"":2055.0,""p2p"":1.0,""partial"":1.0,""performance_score"":1,""steps"":10.0},""task"":""darkreader__darkreader-7241"",""trials"":[{""attempt_id"":""db27b4da4c3f4037aa380407eede0791"",""outcome"":""passed"",""repetition"":1}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0,""mean_read_calls"":2,""mean_search_calls"":1,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{""verifier"":1},""full_symnav"":false,""metrics"":{""cost"":0.42843250000000005,""duration"":null,""f2p"":1.0,""failures"":1,""median_cost"":0.42843250000000005,""output_tokens"":6871.0,""p2p"":0.9870626286386357,""partial"":0.9870702321481046,""performance_score"":0,""steps"":23.0},""task"":""mui__material-ui-23073"",""trials"":[{""attempt_id"":""64c0a89eebb14975b12991f3268fe9ac"",""outcome"":""failed"",""repetition"":1}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0,""mean_read_calls"":2,""mean_search_calls"":1,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{""verifier"":1},""full_symnav"":false,""metrics"":{""cost"":0.16675299999999998,""duration"":null,""f2p"":1.0,""failures"":1,""median_cost"":0.16675299999999998,""output_tokens"":2817.0,""p2p"":0.9870014771048744,""partial"":0.987005316007088,""performance_score"":0,""steps"":13.0},""task"":""mui__material-ui-23487"",""trials"":[{""attempt_id"":""8565d79f678f4b06880d34e0188e9873"",""outcome"":""failed"",""repetition"":1}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0,""mean_read_calls"":2,""mean_search_calls"":0,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{""verifier"":1},""full_symnav"":false,""metrics"":{""cost"":0.090738,""duration"":null,""f2p"":1.0,""failures"":1,""median_cost"":0.090738,""output_tokens"":1343.0,""p2p"":0.9870014771048744,""partial"":0.987005316007088,""performance_score"":0,""steps"":9.0},""task"":""mui__material-ui-23778"",""trials"":[{""attempt_id"":""d8b117ab4be34ee98709803c60f01ced"",""outcome"":""failed"",""repetition"":1}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0,""mean_read_calls"":2,""mean_search_calls"":0,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{""verifier"":1},""full_symnav"":false,""metrics"":{""cost"":0.1442265,""duration"":null,""f2p"":1.0,""failures"":1,""median_cost"":0.1442265,""output_tokens"":2255.0,""p2p"":0.987005316007088,""partial"":0.9870091526424565,""performance_score"":0,""steps"":12.0},""task"":""mui__material-ui-23786"",""trials"":[{""attempt_id"":""382bd855bb0c40d7b87b468bbe4131fc"",""outcome"":""failed"",""repetition"":1}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0,""mean_read_calls"":1,""mean_search_calls"":1,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{""verifier"":1},""full_symnav"":false,""metrics"":{""cost"":0.131894,""duration"":null,""f2p"":1.0,""failures"":1,""median_cost"":0.131894,""output_tokens"":2060.0,""p2p"":0.9870091526424565,""partial"":0.987012987012987,""performance_score"":0,""steps"":11.0},""task"":""mui__material-ui-23806"",""trials"":[{""attempt_id"":""171799562ed648c6a23d61c0efc5ac4f"",""outcome"":""failed"",""repetition"":1}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0,""mean_read_calls"":3,""mean_search_calls"":0,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{""verifier"":1},""full_symnav"":false,""metrics"":{""cost"":0.180963,""duration"":null,""f2p"":1.0,""failures"":1,""median_cost"":0.180963,""output_tokens"":3061.0,""p2p"":0.9870014771048744,""partial"":0.987005316007088,""performance_score"":0,""steps"":17.0},""task"":""mui__material-ui-23884"",""trials"":[{""attempt_id"":""b3651a629b7b4f1f980d28ae314309eb"",""outcome"":""failed"",""repetition"":1}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0,""mean_read_calls"":2,""mean_search_calls"":0,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{""verifier"":1},""full_symnav"":false,""metrics"":{""cost"":0.22949000000000003,""duration"":null,""f2p"":1.0,""failures"":1,""median_cost"":0.22949000000000003,""output_tokens"":3968.0,""p2p"":0.9870778267254038,""partial"":0.987081620669407,""performance_score"":0,""steps"":18.0},""task"":""mui__material-ui-24010"",""trials"":[{""attempt_id"":""8c7a4bca210149ae9d5829f55ae5cb3b"",""outcome"":""failed"",""repetition"":1}]}"
"{""adoption"":{""mean_command_counts"":{},""mean_first_symnav_step"":null,""mean_patch_calls"":0,""mean_read_calls"":2,""mean_search_calls"":1,""mean_symnav_calls"":0,""mean_symnav_calls_per_agent_step"":0.0,""mean_symnav_failures"":0,""mean_symnav_timeouts"":0,""read_symnav_skill_rate"":0,""used_symnav_rate"":0},""complete"":true,""condition"":""stock"",""configuration_id"":""codex-gpt-5.6-terra-medium"",""configuration_key"":""codex:gpt-5.6-terra:medium:0.144.1"",""failure_counts"":{""verifier"":1},""full_symnav"":false,""metrics"":{""cost"":0.10682,""duration"":null,""f2p"":1.0,""failures"":1,""median_cost"":0.10682,""output_tokens"":1874.0,""p2p"":0.9874525824336154,""partial"":0.9874562427071178,""performance_score"":0,""steps"":10.0},""task"":""mui__material-ui-24202"",""trials"":[{""attempt_id"":""8741e27071824623aedc32257bcbd6a3"",""outcome"":""failed"",""repetition"":1}]}"
